,post_code,x,y
118,PE11 4NL,-0.159272792105322,52.8698928304692
119,PE12 6QB,-0.062293242902998,52.7978418630452
120,PE10 9BT,-0.376781044875633,52.7756991901406
121,PE12 9HB,0.116867,52.7852559
122,PE12 7DE,0.0177131497242277,52.8020738575042
123,PE9 2DG,-0.4776144,52.6517909
124,PE20 2ET,-0.0976314639323066,52.9017102617811
125,PE6 0AL,-0.16356680517075,52.6719381137401
126,PE11 3DT,-0.150889552383964,52.8014694034043
127,PE9 1UA,-0.468750688718933,52.6553709502865
128,PE9 1UA,-0.468750688718933,52.6553709502865
129,PE11 3DT,-0.150889552383964,52.8014694034043
130,PE11 3DT,-0.150889552383964,52.8014694034043
131,PE11 3DT,-0.150889552383964,52.8014694034043
132,PE11 3PB,-0.152662726061721,52.8026837969485
133,NG13 0AN,-0.804504199076193,52.9423461461756
134,NG13 0AN,-0.804504199076193,52.9423461461756
135,NG31 7XT,-0.662757862040394,52.9012890848196
136,NG34 9QP,-0.309039724257477,52.9813256667494
137,NG34 9GQ,-0.400977023389818,53.0482255580476
138,NG32 3PP,-0.536327464215828,52.9818509000381
139,NG34 7HD,-0.406506924801299,52.9977844556084
140,NG33 4RZ,-0.537957986567603,52.7545099100151
141,LN4 4AU,-0.277965967242388,53.0786844206932
142,NG31 6QA,-0.639824547020552,52.9100726706548
143,NG31 6HR,-0.638613104376549,52.9064987584859
144,NG33 5NJ,-0.619355633221754,52.8063876691938
145,NG23 5FR,-0.759425117729033,52.9975849054731
146,NG31 6RQ,-0.642238787818257,52.9141272869994
147,NG31 9NS,-0.615785667381424,52.920115567084
148,NG32 1LX,-0.758264668790081,52.8946033677351
149,NG33 4BB,-0.514006289725185,52.809970158768
150,NG32 1QS,-0.761099571784454,52.8525151656009
151,NG31 8DG,-0.640714014922413,52.9210865863165
152,PE10 9XA,-0.378139270497252,52.771465272119
153,NG34 0QQ,-0.340804097383054,52.8936234675941
154,NG31 8DG,-0.640714014922413,52.9210865863165
155,NG34 7PJ,-0.41151675986414,52.9993258671046
156,LN1 1XG,-0.5441778,53.229676
157,PE21 6RU,-0.0209991595183608,52.9805744170335
158,NG31 6NR,-0.643015141291374,52.9131387784499
159,NG34 8GG,-0.392520827588856,53.0088518461818
160,NG31 8DG,-0.640714014922413,52.9210865863165
161,NG34 7HD,-0.406506924801299,52.9977844556084
162,NG31 6PZ,-0.639665139676287,52.9108889346513
163,NG31 6QA,-0.639824547020552,52.9100726706548
164,NG34 7HD,-0.406506924801299,52.9977844556084
