,post_code,x,y
105,CB21 5EE,0.200851989950077,52.1858632400625
106,PE3 6HA,-0.262084573257155,52.5784325242048
107,PE29 6NT,-0.202605135958688,52.3334172042591
108,PE29 6NT,-0.202605135958688,52.3334172042591
109,PE29 6NT,-0.202605135958688,52.3334172042591
110,PE1 1FA,,
111,SG8 8HY,0.0380657766972911,52.0292313936234
112,SG8 7BS,-0.0207445776181305,52.0487684992363
113,SG8 5PT,-0.0213895696208817,52.0584733847589
114,PE8 6PL,-0.4201132,52.5796646
115,PE8 4JA,-0.473052383963252,52.4852349700629
116,CB5 8HB,0.1386611,52.2087054
117,CB6 1DN,0.275522419329063,52.4131134043167
118,PE2 9QB,-0.261557180162529,52.5625950325377
119,PE19 5SZ,-0.254174010281899,52.2917642100995
120,PE29 2JH,-0.173064306170024,52.3176799761863
